,uid_x,domainID_x,siteID_x,namedLocation_x,collectDate_x,identifiedDate,sampleID,sampleCode_x,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition_x,distinctTaxon,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF_x,publicationDate_x,release_x,uid_y,domainID_y,siteID_y,namedLocation_y,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,startDate,collectDate_y,eventID,boutNumber,sampleCode_y,sampleCondition_y,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,affectedByWind,samplerType,sampleNumber,towsTrapsNumber,towsTrapsVolume,zooDepth1,zooDepth2,zooDepth3,remarks,recordedBy,collectedBy,dataQF_y,publicationDate_y,release_y
3827,2b8390cf-a233-4268-971b-ec949cf6cc6d,D09,PRLA,PRLA.AOS.buoy.c0,2015-07-20T17:00Z,2017-02-28,PRLA.20150720.SCHINDLER.3,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.45,0.75,0.581,,8,coarse,90.0,1.0,640.0,N,condition OK,N,,Pennak 1989,N,EcoAnalysts Inc.,,K. Schnake,Immature;subsamplePercent = 1.25,,legacyData,20231227T001045Z,RELEASE-2024,069332c9-1139-4bfd-8353-9da2d19a94e6,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2015-07-20T17:00Z,2015-07-20T17:00Z,PRLA.20150720,2,,,NEON.DOC.001194vD,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.7,2.9,,totto@neoninc.org,jeldridge@neoninc.org,legacyData,20231227T001045Z,RELEASE-2024
3930,5c2d190c-2549-46de-9f63-08fd68718638,D09,PRLA,PRLA.AOS.littoral2,2016-09-14T17:00Z,2017-03-06,PRLA.20160914.SCHINDLER.2,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.8,0.8,0.8,,1,coarse,130.0,4.0,33.0,N,condition OK,N,,Pennak 1989,N,EcoAnalysts Inc.,,K. Schnake,Immature;subsamplePercent = 3,,legacyData,20231227T010354Z,RELEASE-2024,c7df05c3-cd83-4c92-aa1d-399011a534fd,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2016-09-14T17:00Z,2016-09-14T17:00Z,PRLA.20160914,3,,,NEON.DOC.001194vE,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,totto@neoninc.org,mzopfi@neoninc.org,legacyData,20231227T010354Z,RELEASE-2024
3993,4f913e3f-97b5-4117-bcaa-8f12ee94790f,D09,PRLA,PRLA.AOS.littoral1,2017-07-10T14:56Z,2017-12-20,PRLA.20170710.SCHINDLER.1,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.4,0.88,0.55,,22,coarse,280.0,1.0,12320.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T033743Z,RELEASE-2024,1005396a-0927-4c9a-b932-25d1add2477f,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2017-07-10T14:56Z,2017-07-10T14:56Z,PRLA.20170710,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,,totto@neoninc.org,rhowell@battelleecology.org,,20231227T033743Z,RELEASE-2024
4016,82df240f-a114-431d-8112-38d8c4ae62bf,D09,PRLA,PRLA.AOS.buoy.c0,2017-07-10T14:56Z,2017-12-20,PRLA.20170710.SCHINDLER.3,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.4,0.85,0.57,,11,coarse,420.0,1.0,9240.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T033743Z,RELEASE-2024,ab68dc5a-e035-4cb3-9e14-8a5ecaffa139,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2017-07-10T14:56Z,2017-07-10T14:56Z,PRLA.20170710,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.5,2.5,3.0m depth.,totto@neoninc.org,rhowell@battelleecology.org,,20231227T033743Z,RELEASE-2024
4019,34baea07-21ef-45d4-a0b3-669524b5b7f9,D09,PRLA,PRLA.AOS.littoral2,2017-07-10T14:56Z,2017-12-20,PRLA.20170710.SCHINDLER.2,,,,CERSP19,Y,Ceriodaphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.3,0.3,0.3,,1,coarse,350.0,1.0,700.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T033743Z,RELEASE-2024,90c6568c-12eb-4d1e-8967-54308735f944,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2017-07-10T14:56Z,2017-07-10T14:56Z,PRLA.20170710,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,1.0m depth.,totto@neoninc.org,rhowell@battelleecology.org,,20231227T033743Z,RELEASE-2024
4141,9c74f036-02d6-4a38-be98-62edd12029a9,D09,PRLA,PRLA.AOS.buoy.c0,2018-09-11T13:37Z,2018-12-20,PRLA.20180911.SCHINDLER.3,A00000016195,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.43,0.6,0.51,,2,coarse,360.0,3.0,240.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174559Z,RELEASE-2024,f96de097-dfc6-4051-afcf-4a08866237fa,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2018-09-11T13:37Z,2018-09-11T13:37Z,PRLA.20180911,3,A00000016195,,NEON.DOC.001194vG,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.3,2.1,,bwaite@battelleecology.org,jeldridge@neoninc.org,,20231228T174559Z,RELEASE-2024
4171,d7d14031-4c18-4e7b-aceb-7058b389de1b,D09,PRLA,PRLA.AOS.littoral1,2018-09-11T13:37Z,2018-12-20,PRLA.20180911.SCHINDLER.1,A00000016191,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.63,0.63,0.63,,1,coarse,260.0,5.0,52.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174559Z,RELEASE-2024,978d6b71-6371-4ca5-83f9-b961c30ce96e,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2018-09-11T13:37Z,2018-09-11T13:37Z,PRLA.20180911,3,A00000016191,,NEON.DOC.001194vG,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.5,,Inlet location recently moved,bwaite@battelleecology.org,jeldridge@neoninc.org,,20231228T174559Z,RELEASE-2024
4173,ab5c50ee-9ff0-4ee2-b7e6-3754917acb1b,D09,PRLA,PRLA.AOS.littoral2,2018-09-11T13:37Z,2018-12-20,PRLA.20180911.SCHINDLER.2,A00000016192,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.43,0.43,0.43,,1,coarse,260.0,4.0,65.0,N,condition OK,Y,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T174559Z,RELEASE-2024,ae7f266f-32e6-4456-9f14-aee90f159f45,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2018-09-11T13:37Z,2018-09-11T13:37Z,PRLA.20180911,3,A00000016192,,NEON.DOC.001194vG,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.6,,,bwaite@battelleecology.org,jeldridge@neoninc.org,,20231228T174559Z,RELEASE-2024
4183,70130485-bfb0-425f-acdd-486773c2cc56,D09,PRLA,PRLA.AOS.littoral1,2019-04-24T15:17Z,2019-08-26,PRLA.20190424.SCHINDLER.1,A00000084767,DAPHNIA_PULEX_50X_BA19NEOZ01001,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.625,1.625,1.625,,2,coarse,370.0,370.0,2.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T180149Z,RELEASE-2024,1b3a0b37-d8a9-4e06-9c5c-3219043cef7d,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2019-04-24T15:17Z,2019-04-24T15:17Z,PRLA.20190424,1,A00000084767,,NEON.DOC.001194vF,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.8,,Windswept location,0000-0002-1892-7221,0000-0002-4670-7736,,20231227T180149Z,RELEASE-2024
4193,60c613f1-eb8d-4554-9d07-fc41a6df6878,D09,PRLA,PRLA.AOS.buoy.c0,2019-07-11T14:43Z,2019-09-04,PRLA.20190711.SCHINDLER.3,A00000084776,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.856,1.055,0.97,,8,coarse,475.0,38.0,100.0,N,condition OK,Y,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T175908Z,RELEASE-2024,82291bf7-98ab-4c7d-ac15-78edfb438bc0,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2019-07-11T14:43Z,2019-07-11T14:43Z,PRLA.20190711,2,A00000084776,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.5,2.4,,0000-0001-5730-2163,0000-0002-1892-7221,,20231227T175908Z,RELEASE-2024
4199,4c9341e0-b77a-4333-8885-6a0d64ce013d,D09,PRLA,PRLA.AOS.littoral2,2019-07-11T14:43Z,2019-09-03,PRLA.20190711.SCHINDLER.2,A00000084779,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.422,0.982,0.662,,19,coarse,475.0,38.0,238.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,Immature,,,20231227T175908Z,RELEASE-2024,020a32a8-f9e0-43c7-ae3b-97ec543b1e89,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2019-07-11T14:43Z,2019-07-11T14:43Z,PRLA.20190711,2,A00000084779,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0001-5730-2163,0000-0002-1892-7221,,20231227T175908Z,RELEASE-2024
4200,4b16294e-286d-40fd-8b94-985fbdb58a5d,D09,PRLA,PRLA.AOS.buoy.c0,2019-07-11T14:43Z,2019-09-04,PRLA.20190711.SCHINDLER.3,A00000084776,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.351,0.851,0.596,,7,coarse,475.0,38.0,88.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Hayford,Immatures,,,20231227T175908Z,RELEASE-2024,82291bf7-98ab-4c7d-ac15-78edfb438bc0,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2019-07-11T14:43Z,2019-07-11T14:43Z,PRLA.20190711,2,A00000084776,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.5,2.4,,0000-0001-5730-2163,0000-0002-1892-7221,,20231227T175908Z,RELEASE-2024
4201,2da65af4-dfc4-49f7-a18f-3164eecc7c41,D09,PRLA,PRLA.AOS.littoral2,2019-07-11T14:43Z,2019-09-03,PRLA.20190711.SCHINDLER.2,A00000084779,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.48,1.981,1.722,,77,coarse,475.0,38.0,963.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T175908Z,RELEASE-2024,020a32a8-f9e0-43c7-ae3b-97ec543b1e89,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2019-07-11T14:43Z,2019-07-11T14:43Z,PRLA.20190711,2,A00000084779,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0001-5730-2163,0000-0002-1892-7221,,20231227T175908Z,RELEASE-2024
4204,5066369c-db67-42c1-9f73-23d206476ddd,D09,PRLA,PRLA.AOS.littoral1,2019-07-11T14:43Z,2019-09-04,PRLA.20190711.SCHINDLER.1,A00000084758,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.395,0.512,0.447,,4,coarse,475.0,48.0,40.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,Immature,,,20231227T175908Z,RELEASE-2024,718ed40d-02f1-49f2-ad84-fda3d77ba760,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2019-07-11T14:43Z,2019-07-11T14:43Z,PRLA.20190711,2,A00000084758,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.7,,,0000-0001-5730-2163,0000-0002-1892-7221,,20231227T175908Z,RELEASE-2024
4206,0f2af7df-9402-4d29-9d36-7863a457e104,D09,PRLA,PRLA.AOS.littoral2,2019-07-11T14:43Z,2019-09-03,PRLA.20190711.SCHINDLER.2,A00000084779,DAPHNIA_AMBIGUA_50X_BA19NEOZ02002,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.112,1.236,1.191,,20,coarse,475.0,38.0,250.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T175908Z,RELEASE-2024,020a32a8-f9e0-43c7-ae3b-97ec543b1e89,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2019-07-11T14:43Z,2019-07-11T14:43Z,PRLA.20190711,2,A00000084779,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0001-5730-2163,0000-0002-1892-7221,,20231227T175908Z,RELEASE-2024
4207,dbcd03c8-b28d-48d6-afc5-7f384478fff6,D09,PRLA,PRLA.AOS.buoy.c0,2019-07-11T14:43Z,2019-09-04,PRLA.20190711.SCHINDLER.3,A00000084776,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.498,1.985,1.742,,31,coarse,475.0,38.0,388.0,N,condition OK,Y,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T175908Z,RELEASE-2024,82291bf7-98ab-4c7d-ac15-78edfb438bc0,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2019-07-11T14:43Z,2019-07-11T14:43Z,PRLA.20190711,2,A00000084776,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.5,2.4,,0000-0001-5730-2163,0000-0002-1892-7221,,20231227T175908Z,RELEASE-2024
4211,28feac65-024b-4fd1-9a37-07c2f1c81b83,D09,PRLA,PRLA.AOS.littoral1,2019-07-11T14:43Z,2019-09-04,PRLA.20190711.SCHINDLER.1,A00000084758,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.422,1.998,1.723,,86,coarse,475.0,48.0,860.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T175908Z,RELEASE-2024,718ed40d-02f1-49f2-ad84-fda3d77ba760,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2019-07-11T14:43Z,2019-07-11T14:43Z,PRLA.20190711,2,A00000084758,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.7,,,0000-0001-5730-2163,0000-0002-1892-7221,,20231227T175908Z,RELEASE-2024
4217,550d04e0-8c64-4d67-83b8-0daf94acbc9a,D09,PRLA,PRLA.AOS.littoral1,2019-07-11T14:43Z,2019-09-04,PRLA.20190711.SCHINDLER.1,A00000084758,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.925,1.055,0.988,,11,coarse,475.0,48.0,110.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T175908Z,RELEASE-2024,718ed40d-02f1-49f2-ad84-fda3d77ba760,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2019-07-11T14:43Z,2019-07-11T14:43Z,PRLA.20190711,2,A00000084758,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.7,,,0000-0001-5730-2163,0000-0002-1892-7221,,20231227T175908Z,RELEASE-2024
4225,832c81ba-4ebf-4627-9fbc-10b7cb685264,D09,PRLA,PRLA.AOS.littoral2,2019-09-10T13:24Z,2020-03-11,PRLA.20190910.SCHINDLER.2,A00000084757,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.927,1.002,0.961,,5,coarse,500.0,27.0,94.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T180759Z,RELEASE-2024,9a2a1832-b29d-4495-a517-b8c477ad5d94,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084757,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
4229,4a32f05c-adc7-436f-ae21-1d12da7278e5,D09,PRLA,PRLA.AOS.littoral2,2019-09-10T13:24Z,2020-03-11,PRLA.20190910.SCHINDLER.2,A00000084757,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.105,1.739,1.391,,80,coarse,500.0,27.0,1500.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T180759Z,RELEASE-2024,9a2a1832-b29d-4495-a517-b8c477ad5d94,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084757,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
4236,876535f1-7e9f-49b9-80ad-7fa6d54ac57d,D09,PRLA,PRLA.AOS.littoral1,2019-09-10T13:24Z,2020-03-10,PRLA.20190910.SCHINDLER.1,A00000084778,DAPHNIA_PULEX_50X_BA19NEOZ01001.A,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.976,1.302,1.132,,36,coarse,515.0,62.0,300.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T180759Z,RELEASE-2024,1c63f6d9-4a21-4802-bed7-3ae6e211c81a,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084778,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.9,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
4240,1bd681c7-88bf-49b7-b468-75350067cdf2,D09,PRLA,PRLA.AOS.littoral2,2019-09-10T13:24Z,2020-03-11,PRLA.20190910.SCHINDLER.2,A00000084757,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.423,0.725,0.6,,21,coarse,500.0,27.0,394.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,"Small, immature",,,20231227T180759Z,RELEASE-2024,9a2a1832-b29d-4495-a517-b8c477ad5d94,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084757,,NEON.DOC.001194vH,,,,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
4244,5fda1fdc-1425-4adf-b73b-91bd1860da6e,D09,PRLA,PRLA.AOS.buoy.c0,2019-09-10T13:24Z,2020-03-11,PRLA.20190910.SCHINDLER.3,A00000084772,,,CERSP19,Y,Ceriodaphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.507,0.507,0.507,,1,coarse,548.0,33.0,17.0,N,other (specified in remarks),Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,"Very small, difficult to differentiate between species.",,,20231227T180759Z,RELEASE-2024,659d8acf-8eb2-4b0f-a3db-c7cad59b7d01,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084772,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.4,2.4,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
4245,f99d1078-e9fb-45b1-ad15-50f3263f352c,D09,PRLA,PRLA.AOS.buoy.c0,2019-09-10T13:24Z,2020-03-11,PRLA.20190910.SCHINDLER.3,A00000084772,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.957,0.985,0.971,,2,coarse,548.0,33.0,33.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T180759Z,RELEASE-2024,659d8acf-8eb2-4b0f-a3db-c7cad59b7d01,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084772,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.4,2.4,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
4246,bd6d567b-fd1a-4d3d-b2d9-4fff01c3a38c,D09,PRLA,PRLA.AOS.littoral1,2019-09-10T13:24Z,2020-03-10,PRLA.20190910.SCHINDLER.1,A00000084778,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.758,0.758,0.758,,4,coarse,515.0,62.0,33.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,"Small, immature",,,20231227T180759Z,RELEASE-2024,1c63f6d9-4a21-4802-bed7-3ae6e211c81a,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084778,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.9,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
4249,161c9139-42d5-43cf-9d8b-9a131b7d941c,D09,PRLA,PRLA.AOS.littoral1,2019-09-10T13:24Z,2020-03-10,PRLA.20190910.SCHINDLER.1,A00000084778,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.734,0.846,0.79,,7,coarse,515.0,62.0,58.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T180759Z,RELEASE-2024,1c63f6d9-4a21-4802-bed7-3ae6e211c81a,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084778,,NEON.DOC.001194vH,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.9,,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
