uid,domainID,siteID,namedLocation,collectDate,identifiedDate,sampleID,sampleCode,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition,distinctTaxon,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF,publicationDate,release
aea31ab0-1ca5-4919-b3b6-0d2fd219f25d,D05,CRAM,CRAM.AOS.buoy.c0,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.TOWNET.1,A00000007336,,,TROPRA1,Y,Tropocyclops prasinus mexicanus,"",subspecies,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Podoplea,Cyclopoida,"",,Cyclopidae,,"",mexicanus,N,0.4,0.5,0.45,,5,coarse,250,3,417,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
eeea9dfe-d9d6-4a9b-842c-2119f705977a,D05,CRAM,CRAM.AOS.littoral1,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.2,A00000007353,,,GASSTY,Y,Gastropus stylifer,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Gastropodidae,,"","",N,0.08,0.08,0.08,,8,fine,410,3,1093,N,condition OK,Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T174401Z,RELEASE-2024
07cb54b2-d8fc-4a05-b1c1-805c0355e86b,D05,CRAM,CRAM.AOS.buoy.c0,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.TOWNET.1,A00000007336,,,COLSP12,Y,Collotheca sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Collothecaceae,"",,Collothecidae,,"","",N,0.05,0.05,0.05,0.05,3,fine,250,3,250,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
6bbbdf8c-0f89-48c1-80ed-854659e4a81f,D05,CRAM,CRAM.AOS.littoral2,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.3,A00000007301,,,KERCRA,Y,Keratella crassa,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.15,0.15,0.15,,4,fine,430,6,287,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
0d9745d3-adbe-4787-af57-63f4e2b1e22c,D05,CRAM,CRAM.AOS.littoral2,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.3,A00000007301,,,CALSP1,Y,Calanoida sp.,copepodites,order,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,"",,"","",N,0.45,0.65,0.55,,2,coarse,430,6,143,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
cf80d532-6fad-45e6-a1e6-ca21456e51fd,D05,CRAM,CRAM.AOS.littoral2,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.3,A00000007301,,,ASPSP4,Y,Asplanchna sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Asplanchnidae,,"","",N,0.53,0.55,0.54,,2,fine,430,6,143,N,"damaged, affecting taxonomy",Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
442cd057-8052-496c-8ce7-8932b3545663,D05,CRAM,CRAM.AOS.buoy.c0,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.TOWNET.1,A00000007336,,,KERTAU,Y,Keratella taurocephala,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.15,0.18,0.17,,31,fine,250,3,2583,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
1ac4676d-0781-417d-898d-752e62696256,D05,CRAM,CRAM.AOS.buoy.c0,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.TOWNET.1,A00000007336,,,TRISP31,Y,Trichocerca sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Trichocercidae,,"","",N,0.3,0.3,0.3,0.1,1,fine,250,3,83,N,"damaged, affecting taxonomy",Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
cd4d2595-93a5-49aa-9bdd-c59c8ffd2626,D05,CRAM,CRAM.AOS.littoral2,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.3,A00000007301,,,KERTAU,Y,Keratella taurocephala,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.18,0.18,0.18,,32,fine,430,6,2293,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
c249b0d1-3106-41c1-a0c7-be91b32be628,D05,CRAM,CRAM.AOS.littoral1,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.2,A00000007353,,,BOSLON,Y,Bosmina longirostris,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Bosminidae,,Bosmina,"",N,0.28,0.28,0.28,,1,coarse,410,3,137,N,condition OK,Y,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T174401Z,RELEASE-2024
3a7526cb-954a-4f0e-a9d8-28377912e90b,D05,CRAM,CRAM.AOS.littoral2,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.3,A00000007301,,,LEPMIN,Y,Leptodiaptomus minutus,"",species,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,Diaptomidae,,"","",N,1.03,1.03,1.03,,1,coarse,430,6,72,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
fcacce5d-a598-4b94-9e64-7202ccb07025,D05,CRAM,CRAM.AOS.littoral2,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.3,A00000007301,,,COPSP,Y,Copepoda sp.,"",subclass,Arthropoda,Crustacea,Maxillopoda,,Copepoda,"","","","",,"",,"","",Y,0.1,0.2,0.14,,15,coarse,430,6,1075,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
0dfa5131-7047-45c9-8137-ac865886658c,D05,CRAM,CRAM.AOS.littoral1,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.2,A00000007353,,,ASPSP4,Y,Asplanchna sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Asplanchnidae,,"","",N,0.53,0.58,0.55,,5,fine,410,3,683,N,"damaged, affecting taxonomy",Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T174401Z,RELEASE-2024
d367bfe7-01e7-492d-bafb-8f006a6d8756,D05,CRAM,CRAM.AOS.buoy.c0,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.TOWNET.1,A00000007336,,,BOSLON,Y,Bosmina longirostris,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Bosminidae,,Bosmina,"",N,0.2,0.3,0.26,,4,coarse,250,3,333,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
5120ee0d-6ace-4684-b7f0-e8b21a56ca01,D05,CRAM,CRAM.AOS.littoral1,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.2,A00000007353,,,SYNSP8,Y,Synchaeta sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Synchaetidae,,"","",N,0.1,0.15,0.14,,70,fine,410,3,9567,N,condition OK,Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T174401Z,RELEASE-2024
bdf3c861-d1d1-49ae-b3ff-8f36c3028082,D05,CRAM,CRAM.AOS.littoral1,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.2,A00000007353,,,KERTAU,Y,Keratella taurocephala,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.18,0.18,0.18,,9,fine,410,3,1230,N,condition OK,Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T174401Z,RELEASE-2024
c2afde2a-442d-4aec-b097-611f5553885b,D05,CRAM,CRAM.AOS.littoral2,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.3,A00000007301,,,POLSP20,Y,Polyarthra sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Synchaetidae,,"","",N,0.08,0.13,0.09,,77,fine,430,6,5518,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
dfe6a085-1a3f-448e-96f0-b7722baeaa1f,D05,CRAM,CRAM.AOS.littoral2,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.3,A00000007301,,,COLSP12,Y,Collotheca sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Collothecaceae,"",,Collothecidae,,"","",N,0.05,0.05,0.05,0.05,3,fine,430,6,215,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
c8865409-e77e-4cda-9770-d11522818b5b,D05,CRAM,CRAM.AOS.littoral1,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.2,A00000007353,,,KERCOC,Y,Keratella cochlearis,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.13,0.13,0.13,,2,fine,410,3,273,N,condition OK,Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T174401Z,RELEASE-2024
2a89bb82-a86e-4cd8-9b99-6ac06bf0fadd,D05,CRAM,CRAM.AOS.littoral2,2018-10-02T14:52Z,2019-01-05,CRAM.20181002.SCHINDLER.3,A00000007301,,,CONUNI,Y,Conochilus unicornis,"",species,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Flosculariaceae,"",,Conochilidae,,"","",N,0.1,0.1,0.1,0.05,1,fine,430,6,72,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T174401Z,RELEASE-2024
63ce3106-ec57-4fd5-a2ad-fc2fcc481b19,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,COLSP12,Y,Collotheca sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Collothecaceae,"",,Collothecidae,,"","",N,0.01,0.01,0.01,0.05,10,fine,220,6,400,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
ef164f18-6752-44b7-aed9-33c474539125,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,KERSP,Y,Keratella sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.125,0.15,0.133,,3,fine,370,1,996,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
5d166eec-fb9f-4118-b981-6931d5435842,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,GASSTY,Y,Gastropus stylifer,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Gastropodidae,,"","",N,0.075,0.1,0.078,,10,fine,370,1,3320,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
66ad08a0-0a09-4877-a240-888526940b2d,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,KERTAU,Y,Keratella taurocephala,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.175,0.175,0.175,,48,fine,220,6,1920,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
40f65bae-ee67-49cd-a694-4a5afee1d0c0,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,CALSP1,Y,Calanoida sp.,copepodites,order,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,"",,"","",N,0.45,0.475,0.455,,10,coarse,220,6,400,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
27808c95-c68c-477d-9809-139954980661,D05,CRAM,CRAM.AOS.littoral1,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.3,A00000076025,,,POLSP20,Y,Polyarthra sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Synchaetidae,,"","",N,0.1,0.1,0.1,,12,fine,240,12,240,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
d17dea2e-f8c1-4544-a6f1-2a23206a4b52,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,KERTES,Y,Keratella testudo,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.1,0.1,0.1,,19,fine,370,1,6308,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
16750a97-9772-4591-b3b5-fbd0a617dd1b,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,FILLON,Y,Filinia longiseta,"",species,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Flosculariaceae,"",,Filiniidae,,"","",N,0.125,0.175,0.157,0.093,7,fine,370,1,2324,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
33268d12-8ff1-4f21-959a-a9c64fe2d7cf,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,KERCRA,Y,Keratella crassa,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.175,0.175,0.175,,2,fine,370,1,664,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
042dc6a1-a7fb-47f6-86f9-21d68d918ac2,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,TROPRA1,Y,Tropocyclops prasinus mexicanus,"",subspecies,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Podoplea,Cyclopoida,"",,Cyclopidae,,"",mexicanus,N,0.45,0.45,0.45,,1,coarse,370,1,332,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
7c4bd21b-edad-41af-8fe8-331cae146c83,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,KERTAU,Y,Keratella taurocephala,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.175,0.175,0.175,,39,fine,370,1,12948,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
ef66534b-7756-4bc4-971c-a0b24bef6bd8,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,CONUNI,Y,Conochilus unicornis,"",species,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Flosculariaceae,"",,Conochilidae,,"","",N,0.075,0.075,0.075,0.05,19,fine,370,1,6308,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
86dc298e-a22a-4fea-9d6c-79734232e3fd,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,BOSLON,Y,Bosmina longirostris,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Bosminidae,,Bosmina,"",N,0.3,0.3,0.3,,1,coarse,220,6,40,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
b354d1e8-4b0b-4473-b225-d9af083e23fd,D05,CRAM,CRAM.AOS.littoral1,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.3,A00000076025,,,KERCRA,Y,Keratella crassa,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.175,0.175,0.175,,1,fine,240,12,20,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
25863905-0ac9-4c30-98d9-f54e524f692b,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,GASSTY,Y,Gastropus stylifer,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Gastropodidae,,"","",N,0.075,0.075,0.075,,41,fine,220,6,1640,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
208dc420-2688-4958-8c58-07a62e3a3591,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,CHYSPH,Y,Chydorus sphaericus,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Chydoridae,,"","",N,0.275,0.275,0.275,,1,coarse,220,6,40,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
c792763d-299b-46d1-b2da-7cd64ef4ff31,D05,CRAM,CRAM.AOS.littoral1,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.3,A00000076025,,,COPSP,Y,Copepoda sp.,"",subclass,Arthropoda,Crustacea,Maxillopoda,,Copepoda,"","","","",,"",,"","",Y,0.1,0.325,0.226,,18,coarse,240,12,360,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
c940f4dc-c341-4e56-b442-cab64d6a2279,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,COPSP,Y,Copepoda sp.,"",subclass,Arthropoda,Crustacea,Maxillopoda,,Copepoda,"","","","",,"",,"","",Y,0.15,0.325,0.223,,11,coarse,220,6,440,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
530f302c-19c7-4d95-8a5c-fe4c7a9d9622,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,KERTES,Y,Keratella testudo,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.1,0.1,0.1,,1,fine,220,6,40,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
d7cb94ed-431f-44e2-9ec6-fe86da80afdb,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,LEPMIN,Y,Leptodiaptomus minutus,"",species,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,Diaptomidae,,"","",N,1,1,1,,1,coarse,220,6,40,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
12795dbb-a562-4312-a19a-1bd3d449376c,D05,CRAM,CRAM.AOS.littoral1,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.3,A00000076025,,,KERSP,Y,Keratella sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.125,0.125,0.125,,2,fine,240,12,40,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
d3da6e18-8dd9-4126-aa8f-594f257eaf31,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,KELBOS,Y,Kellicottia bostoniensis,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.125,0.125,0.125,,1,fine,370,1,332,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
eef49db0-850f-468d-8645-9bed046127bb,D05,CRAM,CRAM.AOS.littoral1,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.3,A00000076025,,,HOLGIB,Y,Holopedium gibberum,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Ctenopoda,,Holopediidae,,"","",N,0.3,0.3,0.3,,1,coarse,240,12,20,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
395b8ffe-1548-4099-b02b-1815b0417803,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,KELLON,Y,Kellicottia longispina,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.15,0.15,0.15,,2,fine,370,1,664,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
87230c26-ee92-4a1b-96bd-6f68cdc4e84d,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,TRITET,Y,Trichotria tetractis,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Trichotriidae,,"","",N,0.15,0.15,0.15,,1,fine,220,6,40,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
8250d2c2-be5e-45c5-ab45-076eaf831890,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,LECSP1,Y,Lecane sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Lecanidae,,"","",N,0.1,0.1,0.1,,1,fine,370,1,332,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
944df7bc-4107-4cc5-b133-cdf06c92c50d,D05,CRAM,CRAM.AOS.littoral1,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.3,A00000076025,,,ASPPRI,Y,Asplanchna priodonta,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Asplanchnidae,,"","",N,0.375,0.575,0.5,,3,fine,240,12,60,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
a6b09ccc-9fc0-410b-ac13-71eefcb80f49,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.2,A00000076023,,,POLSP20,Y,Polyarthra sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Synchaetidae,,"","",N,0.1,0.1,0.1,,23,fine,220,6,920,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
f913de97-3976-4e9f-abd8-5af0d3509b42,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.TOWNET.1,A00000076024,,,CALSP1,Y,Calanoida sp.,copepodites,order,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,"",,"","",N,0.425,0.625,0.493,,11,coarse,370,1,3652,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
4819028a-71b1-4bd3-acbc-b939b1ac84a2,D05,CRAM,CRAM.AOS.littoral1,2019-05-08T15:35Z,2019-09-08,CRAM.20190508.SCHINDLER.3,A00000076025,,,KERTAU,Y,Keratella taurocephala,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.175,0.175,0.175,,65,fine,240,12,1300,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T193701Z,RELEASE-2024
