uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,startDate,collectDate,eventID,boutNumber,sampleID,sampleCode,sampleCondition,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,affectedByWind,samplerType,sampleNumber,towsTrapsNumber,towsTrapsVolume,zooDepth1,zooDepth2,zooDepth3,remarks,recordedBy,collectedBy,dataQF,publicationDate,release
6c4dd64c-881a-4783-b778-c2e16df436e8,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2019-09-10T15:14Z,2019-09-10T15:14Z,LIRO.20190910,3,LIRO.20190910.TOWNET.1,A00000077437,,NEON.DOC.001194vH,,,,tow net,1,2,1241,8.5,8.5,,,0000-0001-8705-5714,0000-0003-1075-1249,,20231227T172711Z,RELEASE-2024
c7b27333-260f-4a9b-ae08-979d7f9c11d9,D05,LIRO,LIRO.AOS.buoy.c0,45.998322,-89.704766,10,10,WGS84,502,10,lake,2020-04-16T19:29Z,2020-04-16T19:29Z,LIRO.20200416,1,LIRO.20200416.SAMPLINGIMPRACTICAL.2,,,NEON.DOC.001194vJ,logistical,unknown - logistical,,,2,,,,,,COVID19,0000-0003-1075-1249,0000-0003-1075-1249,,20231227T225437Z,RELEASE-2024
42d50db3-c793-42ac-84c5-210f4cbc2201,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2020-04-16T19:29Z,2020-04-16T19:29Z,LIRO.20200416,1,LIRO.20200416.SAMPLINGIMPRACTICAL.3,,,NEON.DOC.001194vJ,logistical,unknown - logistical,,,3,,,,,,COVID19,0000-0003-1075-1249,0000-0003-1075-1249,,20231227T225437Z,RELEASE-2024
eb91072e-eac6-461c-ade9-e50015710afe,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2020-04-16T19:29Z,2020-04-16T19:29Z,LIRO.20200416,1,LIRO.20200416.SAMPLINGIMPRACTICAL.1,,,NEON.DOC.001194vJ,logistical,unknown - logistical,,,1,,,,,,location frozen,0000-0003-1075-1249,0000-0003-1075-1249,,20231227T225437Z,RELEASE-2024
22ec68f7-01c4-431a-80f4-ffb18039c4e0,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2020-06-16T16:14Z,2020-06-16T16:14Z,LIRO.20200616,1,LIRO.20200616.TOWNET.1,A00000202963,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,1,657,9,,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T222053Z,RELEASE-2024
189d6bc2-ebca-46a9-980c-9454a3894977,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2020-06-16T16:14Z,2020-06-16T16:14Z,LIRO.20200616,1,LIRO.20200616.SCHINDLER.3,A00000202967,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2,24,0.5,1.2,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T222053Z,RELEASE-2024
0cfbceac-7b87-4cc9-92be-0bbc260e2d6e,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2020-06-16T16:14Z,2020-06-16T16:14Z,LIRO.20200616,1,LIRO.20200616.SCHINDLER.2,A00000202965,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2,24,0.5,1.1,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T222053Z,RELEASE-2024
3980d025-c132-48ac-9d2a-96d7232e4b93,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2020-07-22T15:43Z,2020-07-22T15:43Z,LIRO.20200722,2,LIRO.20200722.TOWNET.1,A00000203581,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,1,642.4,8.8,,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T210523Z,RELEASE-2024
98bcaab4-6c8d-49dd-b4d6-b09c2f1878c1,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2020-07-22T15:43Z,2020-07-22T15:43Z,LIRO.20200722,2,LIRO.20200722.SCHINDLER.3,A00000203585,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2,24,0.5,1,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T210523Z,RELEASE-2024
e0857545-1163-4f0d-98b3-a638621eefbf,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2020-07-22T15:43Z,2020-07-22T15:43Z,LIRO.20200722,2,LIRO.20200722.SCHINDLER.2,A00000203583,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2,24,0.5,1.1,,,0000-0001-6438-3109,0000-0003-1075-1249,,20231227T210523Z,RELEASE-2024
8cc5cb81-67cd-4d0a-9be5-eb9cb3dc6e51,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2020-09-10T16:51Z,2020-09-10T16:51Z,LIRO.20200910,3,LIRO.20200910.TOWNET.1,A00000204543,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,1,620.5,8.5,,,,0000-0001-8490-5154,0000-0003-1075-1249,,20231227T222046Z,RELEASE-2024
c3525eba-4115-4193-94a4-94f9a4521744,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2020-09-10T16:51Z,2020-09-10T16:51Z,LIRO.20200910,3,LIRO.20200910.SCHINDLER.2,A00000204545,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2,24,0.5,1.1,,,0000-0001-8490-5154,0000-0003-1075-1249,,20231227T222046Z,RELEASE-2024
db2b2797-e325-4008-b34b-7136c009f378,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2020-09-10T16:51Z,2020-09-10T16:51Z,LIRO.20200910,3,LIRO.20200910.SCHINDLER.3,A00000204541,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2,24,0.5,0.9,,,0000-0001-8490-5154,0000-0003-1075-1249,,20231227T222046Z,RELEASE-2024
b8caec66-7b7c-4583-b36c-60fd969cda0b,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2021-04-14T17:46Z,2021-04-14T17:46Z,LIRO.20210414,1,LIRO.20210414.TOWNET.1,A00000205345,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,2,1460,10,10,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T014447Z,RELEASE-2024
130013a3-1803-4bb7-882f-a1ade311cd77,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2021-04-14T17:46Z,2021-04-14T17:46Z,LIRO.20210414,1,LIRO.20210414.SCHINDLER.3,A00000205340,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2,24,0.5,1.1,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T014447Z,RELEASE-2024
6af40ad8-983b-4eb1-9e21-711612e971b7,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2021-04-14T17:46Z,2021-04-14T17:46Z,LIRO.20210414,1,LIRO.20210414.SCHINDLER.2,A00000205343,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2,24,0.5,1.1,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T014447Z,RELEASE-2024
50d670e8-78cd-449c-a6c1-b6095eaa7c4e,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2021-07-21T16:30Z,2021-07-21T16:30Z,LIRO.20210721,2,LIRO.20210721.TOWNET.1,A00000206576,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,2,1314,9,9,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T001451Z,RELEASE-2024
c3edb848-3019-4d79-a2ec-5480c341748d,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2021-07-21T16:30Z,2021-07-21T16:30Z,LIRO.20210721,2,LIRO.20210721.SCHINDLER.2,A00000206578,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2,24,0.5,1.1,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T001451Z,RELEASE-2024
5a0378b7-fcb5-4667-b010-72a15bd2ec49,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2021-07-21T16:30Z,2021-07-21T16:30Z,LIRO.20210721,2,LIRO.20210721.SCHINDLER.3,A00000206575,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2,24,0.5,1.1,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T001451Z,RELEASE-2024
06958f56-f191-48f4-b385-39bb0d2d36d2,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2021-09-09T16:12Z,2021-09-09T16:12Z,LIRO.20210909,3,LIRO.20210909.SCHINDLER.3,A00000208194,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,2,24,0.5,1,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T020730Z,RELEASE-2024
a2655d26-62ee-4e26-8aed-b489c8da4cb8,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2021-09-09T16:12Z,2021-09-09T16:12Z,LIRO.20210909,3,LIRO.20210909.TOWNET.1,A00000208190,,NEON.DOC.001194vJ,,OK - no known exceptions,N,tow net,1,2,1168,8,8,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T020730Z,RELEASE-2024
40efc778-d7be-48fe-aa56-38962dfd03a7,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2021-09-09T16:12Z,2021-09-09T16:12Z,LIRO.20210909,3,LIRO.20210909.SCHINDLER.2,A00000208192,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2,24,0.5,1.1,,,0000-0002-6609-5941,0000-0003-1075-1249,,20231228T020730Z,RELEASE-2024
1ca052a2-ea05-4d97-ac4f-ad7104dc9638,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2022-05-16T14:20Z,2022-05-16T14:20Z,LIRO.20220516,1,LIRO.20220516.TOWNET.1,A00000141777,OK,NEON.DOC.001194vK,,OK - within bout window,N,tow net,1,2,1357.8,9.3,9.3,,,0000-0003-0371-727X,0000-0003-1075-1249,,20231229T041452Z,PROVISIONAL
b7d1fe20-5beb-4ad8-938a-d03d7b262afe,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2022-05-16T14:20Z,2022-05-16T14:20Z,LIRO.20220516,1,LIRO.20220516.SCHINDLER.2,A00000141776,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,1.3,,,0000-0003-0371-727X,0000-0003-1075-1249,,20231229T041452Z,PROVISIONAL
5fef4b19-5941-46db-9f00-b7189ef8d80a,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2022-05-16T14:20Z,2022-05-16T14:20Z,LIRO.20220516,1,LIRO.20220516.SCHINDLER.3,A00000141775,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,1.1,,,0000-0003-0371-727X,0000-0003-1075-1249,,20231229T041452Z,PROVISIONAL
61cd75c7-2d78-4558-a779-2d81c12df43e,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2022-07-20T16:18Z,2022-07-20T16:18Z,LIRO.20220720,2,LIRO.20220720.TOWNET.1,A00000359383,OK,NEON.DOC.001194vK,,OK - within bout window,N,tow net,1,2,1314,9,9,,,0000-0002-6680-4162,0000-0003-1075-1249,,20231229T063505Z,PROVISIONAL
bd582010-b9dd-4c32-bb9f-d0a9d9cace49,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2022-07-20T16:18Z,2022-07-20T16:18Z,LIRO.20220720,2,LIRO.20220720.SCHINDLER.2,A00000359385,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,1,,,0000-0002-6680-4162,0000-0003-1075-1249,,20231229T063505Z,PROVISIONAL
3bb940b2-7709-413a-a666-edfb8a7df74d,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2022-07-20T16:18Z,2022-07-20T16:18Z,LIRO.20220720,2,LIRO.20220720.SCHINDLER.3,A00000359387,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,0.8,,,0000-0002-6680-4162,0000-0003-1075-1249,,20231229T063505Z,PROVISIONAL
60b5a576-d5cf-4d6e-b4a3-1ecabb2d21ff,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2022-09-08T15:40Z,2022-09-08T15:40Z,LIRO.20220908,3,LIRO.20220908.SCHINDLER.2,A00000360120,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,0.8,,,0000-0002-1112-3562,0000-0003-1075-1249,,20231229T041136Z,PROVISIONAL
eb9017b2-8c4b-4216-9a2c-bf5bdcc8a0e0,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2022-09-08T15:40Z,2022-09-08T15:40Z,LIRO.20220908,3,LIRO.20220908.TOWNET.1,A00000360104,OK,NEON.DOC.001194vJ,,OK - within bout window,N,tow net,1,2,1168,8,8,,,0000-0002-1112-3562,0000-0003-1075-1249,,20231229T041136Z,PROVISIONAL
6d5b07e5-de12-4d3b-8bc7-fc2c7599a1dd,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2022-09-08T15:40Z,2022-09-08T15:40Z,LIRO.20220908,3,LIRO.20220908.SCHINDLER.3,A00000360122,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,0.6,,,0000-0002-1112-3562,0000-0003-1075-1249,,20231229T041136Z,PROVISIONAL
f3551acf-0be8-4502-9a6c-8e93bc7d3342,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2023-05-15T16:07Z,2023-05-15T16:07Z,LIRO.20230515,1,LIRO.20230515.TOWNET.1,A00000411744,OK,NEON.DOC.001194vK,,OK - within bout window,N,tow net,1,2,1168,8,8,,,0000-0002-0599-3609,0000-0003-1075-1249,,20231229T154231Z,PROVISIONAL
dd2eb1d8-c94f-4593-ba85-248d1b8e040d,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2023-05-15T16:07Z,2023-05-15T16:07Z,LIRO.20230515,1,LIRO.20230515.SCHINDLER.2,A00000411746,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,0.9,,,0000-0002-0599-3609,0000-0003-1075-1249,,20231229T154231Z,PROVISIONAL
c2176b21-ce7a-45fb-b043-fdbbeb688ba9,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2023-05-15T16:07Z,2023-05-15T16:07Z,LIRO.20230515,1,LIRO.20230515.SCHINDLER.3,A00000411748,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,0.9,,,0000-0002-0599-3609,0000-0003-1075-1249,,20231229T154231Z,PROVISIONAL
ee389f5f-5366-402e-8b5b-e3407c7326de,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2023-07-24T16:45Z,2023-07-24T16:45Z,LIRO.20230724,2,LIRO.20230724.SCHINDLER.3,A00000412802,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,0.8,,,0000-0003-0371-727X,0000-0003-1075-1249,,20231229T155110Z,PROVISIONAL
55c34a2a-e3c8-4f03-aeab-239911e940ed,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2023-07-24T16:45Z,2023-07-24T16:45Z,LIRO.20230724,2,LIRO.20230724.SCHINDLER.2,A00000412801,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,0.6,,,0000-0003-0371-727X,0000-0003-1075-1249,,20231229T155110Z,PROVISIONAL
d08271a2-d862-44de-9150-f94c34746198,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2023-07-24T16:45Z,2023-07-24T16:45Z,LIRO.20230724,2,LIRO.20230724.TOWNET.1,A00000412800,OK,NEON.DOC.001194vK,,OK - within bout window,N,tow net,1,2,1357.8,9.3,9.3,,,0000-0003-0371-727X,0000-0003-1075-1249,,20231229T155110Z,PROVISIONAL
bf9d393a-a802-4e9a-98a4-e4518e015551,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,WGS84,502,10,lake,2023-09-05T16:39Z,2023-09-05T16:39Z,LIRO.20230905,3,LIRO.20230905.TOWNET.1,A00000412967,OK,NEON.DOC.001194vK,,OK - within bout window,N,tow net,1,2,1095,7.5,7.5,,,0000-0002-1112-3562,0000-0003-1075-1249,,20231229T161325Z,PROVISIONAL
cc9b511b-41ea-4783-a245-28c06969a6ed,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,WGS84,496.5,1,lake,2023-09-05T16:39Z,2023-09-05T16:39Z,LIRO.20230905,3,LIRO.20230905.SCHINDLER.2,A00000412970,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,0.9,,,0000-0002-1112-3562,0000-0003-1075-1249,,20231229T161325Z,PROVISIONAL
11d44920-7229-423f-a821-7cb13103e9d5,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,WGS84,495.9,1,lake,2023-09-05T16:39Z,2023-09-05T16:39Z,LIRO.20230905,3,LIRO.20230905.SCHINDLER.3,A00000412972,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,0.5,,,0000-0002-1112-3562,0000-0003-1075-1249,,20231229T161325Z,PROVISIONAL
28f6eba5-1cd6-4ea5-b1f8-c1644552fe57,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10,WGS84,562.4,1,lake,2014-07-09T17:00Z,2014-07-09T17:00Z,PRLA.20140709,2,PRLA.20140709.SCHINDLER.INLET2,,,NEON.DOC.001194vA,,,,Schindler-Patalas,1,6,72,0.5,,,Two seperate composite samples collected at location. Above represents 2 of 2 composite samples taken. Alternate sampling location N47.158833 W99.114133.,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T222653Z,RELEASE-2024
1f099ae3-024a-46e3-b70d-b9ce249073ef,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10,10,WGS84,561,10,lake,2014-07-09T17:00Z,2014-07-09T17:00Z,PRLA.20140709,2,PRLA.20140709.TOWNET.DEEPEST2,,,NEON.DOC.001194vA,,,,tow net,2,2,394.2,2.7,2.7,,Two seperate composite samples collected at location. Above represents 2 of 2 composite samples taken.,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T222653Z,RELEASE-2024
3ecf64bd-49f8-46e2-8201-4b25ec8016de,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10,10,WGS84,561,10,lake,2014-07-09T17:00Z,2014-07-09T17:00Z,PRLA.20140709,2,PRLA.20140709.TOWNET.DEEPEST1,,,NEON.DOC.001194vA,,,,tow net,2,2,394.2,2.7,2.7,,Two seperate composite samples collected at location. Above represents 1 of 2 composite samples taken.,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T222653Z,RELEASE-2024
eb1b52d9-ac02-4374-b8c9-5903f194fc2f,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10,WGS84,562.4,1,lake,2014-07-09T17:00Z,2014-07-09T17:00Z,PRLA.20140709,2,PRLA.20140709.SCHINDLER.INLET1,,,NEON.DOC.001194vA,,,,Schindler-Patalas,1,8,96,1,,,Two seperate composite samples collected at location. Above represents 1 of 2 composite samples taken. Alternate sampling location N47.158833 W99.114133,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T222653Z,RELEASE-2024
b0d2b1e0-b3f6-451a-ad50-8e96c94b1e79,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10,WGS84,562.3,1,lake,2014-07-09T17:00Z,2014-07-09T17:00Z,PRLA.20140709,2,PRLA.20140709.SCHINDLER.OUTLET2,,,NEON.DOC.001194vA,,,,Schindler-Patalas,3,6,72,0.5,,,Two seperate composite samples collected at location. Above represents 1 of 2 composite samples taken. Alternate sampling location N47.1608 W99.120383,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T222653Z,RELEASE-2024
99539e74-bb79-476f-889b-86dc20c946be,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10,WGS84,562.3,1,lake,2014-07-09T17:00Z,2014-07-09T17:00Z,PRLA.20140709,2,PRLA.20140709.SCHINDLER.OUTLET1,,,NEON.DOC.001194vA,,,,Schindler-Patalas,3,6,72,1,,,Two seperate composite samples collected at location. Above represents 2 of 2 composite samples taken. Alternate sampling location N47.1608 W99.120383,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T222653Z,RELEASE-2024
f75ff551-0b64-4779-9c80-cfbf73329e62,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10,WGS84,562.3,1,lake,2014-09-25T17:00Z,2014-09-25T17:00Z,PRLA.20140925,3,PRLA.20140925.SCHINDLER.1,,,NEON.DOC.001194vB,,,,Schindler-Patalas,1,2,24,0.5,0.5,,alternate sampling location; N47.16092 W99.12029,shauser@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T223406Z,RELEASE-2024
ed86fd90-0d19-4233-a38c-f1156ebac297,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10,WGS84,562.4,1,lake,2014-09-25T17:00Z,2014-09-25T17:00Z,PRLA.20140925,3,PRLA.20140925.SCHINDLER.2,,,NEON.DOC.001194vB,,,,Schindler-Patalas,2,2,24,0.5,1,,alternate sampling location; N47.15887 W99.11418,shauser@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T223406Z,RELEASE-2024
622b0426-9e28-41f4-9f18-e28862adf77d,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10,10,WGS84,561,10,lake,2014-09-25T17:00Z,2014-09-25T17:00Z,PRLA.20140925,3,PRLA.20140925.TOW.3,,,NEON.DOC.001194vB,,,,tow net,3,2,379.6,2.6,2.6,,alternate sampling location; N47.15979 W99.11880,shauser@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T223406Z,RELEASE-2024
51567e2b-c4c9-428d-9225-412469eee9b8,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10,WGS84,562.4,1,lake,2015-05-12T17:00Z,2015-05-12T17:00Z,PRLA.20150512,1,PRLA.20150512.SCHINDLER.1,,,NEON.DOC.001194vC,,,,Schindler-Patalas,1,2,24,0.5,0.5,,,jeldridge@neoninc.org,totto@neoninc.org,legacyData,20231227T000809Z,RELEASE-2024
009ff7b6-a11e-42a6-a59d-d9f33bcbdbff,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10,10,WGS84,561,10,lake,2015-05-12T17:00Z,2015-05-12T17:00Z,PRLA.20150512,1,PRLA.20150512.TOWNET.2,,,NEON.DOC.001194vC,,,,tow net,2,2,262.8,1.8,1.8,,,jeldridge@neoninc.org,totto@neoninc.org,legacyData,20231227T000809Z,RELEASE-2024
1ff35318-57eb-451b-b2a6-edde821f4a17,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10,WGS84,562.3,1,lake,2015-05-12T17:00Z,2015-05-12T17:00Z,PRLA.20150512,1,PRLA.20150512.SCHINDLER.3,,,NEON.DOC.001194vC,,,,Schindler-Patalas,3,2,24,0.5,1,,,jeldridge@neoninc.org,totto@neoninc.org,legacyData,20231227T000809Z,RELEASE-2024
cb62db22-9af8-4f3c-a4d6-4708f28b8920,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10,WGS84,562.4,1,lake,2015-07-20T17:00Z,2015-07-20T17:00Z,PRLA.20150720,2,PRLA.20150720.SCHINDLER.1,,,NEON.DOC.001194vD,,,,Schindler-Patalas,1,2,24,0.5,0.6,,May be a little longer than 30 min for preservation,totto@neoninc.org,jeldridge@neoninc.org,legacyData,20231227T001045Z,RELEASE-2024
069332c9-1139-4bfd-8353-9da2d19a94e6,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10,10,WGS84,561,10,lake,2015-07-20T17:00Z,2015-07-20T17:00Z,PRLA.20150720,2,PRLA.20150720.SCHINDLER.3,,,NEON.DOC.001194vD,,,,Schindler-Patalas,3,3,36,0.5,1.7,2.9,"",totto@neoninc.org,jeldridge@neoninc.org,legacyData,20231227T001045Z,RELEASE-2024
962b69c4-d4dc-4ff1-8c86-424143cf3290,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10,WGS84,562.3,1,lake,2015-07-20T17:00Z,2015-07-20T17:00Z,PRLA.20150720,2,PRLA.20150720.SCHINDLER.2,,,NEON.DOC.001194vD,,,,Schindler-Patalas,2,2,24,0.5,0.5,,"",totto@neoninc.org,jeldridge@neoninc.org,legacyData,20231227T001045Z,RELEASE-2024
df283218-add4-4d43-a699-820db8fe57ea,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10,WGS84,562.3,1,lake,2015-09-22T17:00Z,2015-09-22T17:00Z,PRLA.20150922,3,PRLA.20150922.SCHINDLER.2,,,NEON.DOC.001194vD,,,,Schindler-Patalas,2,2,24,0.5,0.5,,,mlakey@field-ops.org,totto@neoninc.org,legacyData,20231226T233942Z,RELEASE-2024
3ee8fc75-4c86-42f5-9510-881f614612e9,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10,10,WGS84,561,10,lake,2015-09-22T17:00Z,2015-09-22T17:00Z,PRLA.20150922,3,PRLA.20150922.SCHINDLER.3,,,NEON.DOC.001194vD,,,,Schindler-Patalas,3,3,36,0.5,1.6,2.7,,mlakey@field-ops.org,totto@neoninc.org,legacyData,20231226T233942Z,RELEASE-2024
361b8896-100f-458b-a708-bff991d53316,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10,WGS84,562.4,1,lake,2015-09-22T17:00Z,2015-09-22T17:00Z,PRLA.20150922,3,PRLA.20150922.SCHINDLER.1,,,NEON.DOC.001194vD,,,,Schindler-Patalas,1,2,24,0.5,0.5,,,mlakey@field-ops.org,totto@neoninc.org,legacyData,20231226T233942Z,RELEASE-2024
