uid,domainID,siteID,namedLocation,collectDate,identifiedDate,sampleID,sampleCode,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition,distinctTaxon,taxonDatabaseID,taxonDatabaseName,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF,publicationDate,release
e9a9060a-324b-4bca-8421-2b9ff6ae32a0,D05,CRAM,CRAM.AOS.buoy.c0,2017-05-03T15:01Z,2017-10-20,CRAM.20170503.TOWNET.3,,"",,KERCRA,Y,Keratella crassa,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,"",N,0.2,0.2,0.2,,13,,273,3,1383,N,condition OK,N,58370,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,Matthew Hill,,,,20231227T074601Z,RELEASE-2024
e9ed59f3-70c5-4433-a4ed-c1d637513e93,D05,CRAM,CRAM.AOS.littoral1,2017-05-03T15:01Z,2017-10-19,CRAM.20170503.SCHINDLER.2,,"",,SYNSP8,Y,Synchaeta sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,"",N,0.15,0.175,0.158,,6,,19,3,36,N,condition OK,N,59255,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,Matthew Hill,,,,20231227T074601Z,RELEASE-2024
309a3671-3e15-4c98-ab5e-506a4900980b,D05,CRAM,CRAM.AOS.buoy.c0,2017-05-03T15:01Z,2017-10-20,CRAM.20170503.TOWNET.3,,"",,CALSP1,Y,Calanoida sp.,Calanoida - copepodites,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,"",,,"",N,0.425,0.55,0.481,,36,,273,3,3830,N,condition OK,N,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,Matthew Hill,,,,20231227T074601Z,RELEASE-2024
a9d7ac37-0d9f-4dfc-b6dd-2a43913bef89,D05,CRAM,CRAM.AOS.littoral2,2017-05-03T15:01Z,2017-10-19,CRAM.20170503.SCHINDLER.1,,"",,KELBOS,Y,Kellicottia bostoniensis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,"",N,0.1,0.1,0.1,,1,,24,4,6,N,condition OK,N,,"",,Stemberger 1979,N,EcoAnalysts Inc.,,Matthew Hill,,,,20231227T074601Z,RELEASE-2024
9d42635b-7d3d-4fd1-bf32-d17c71bf8e6c,D05,CRAM,CRAM.AOS.littoral2,2017-05-03T15:01Z,2017-10-19,CRAM.20170503.SCHINDLER.1,,"",,TRIELO,Y,Trichocerca elongata,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Trichocercidae,,,"",N,0.15,0.15,0.15,0.08,1,,24,4,6,N,condition OK,N,59093,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,Matthew Hill,,,,20231227T074601Z,RELEASE-2024
eee55365-057c-4ec8-a3fd-70e75041ad12,D05,CRAM,CRAM.AOS.buoy.c0,2017-05-03T15:01Z,2017-10-20,CRAM.20170503.TOWNET.3,,"",,CHYSPH,Y,Chydorus sphaericus,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Chydoridae,,,"",N,0.25,0.25,0.25,,1,,273,3,106,N,condition OK,N,83993,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,Matthew Hill,,,,20231227T074601Z,RELEASE-2024
aa568132-940a-4ed6-aa6b-0f2a65099e07,D05,CRAM,CRAM.AOS.littoral2,2017-05-03T15:01Z,2017-10-19,CRAM.20170503.SCHINDLER.1,,"",,CALSP1,Y,Calanoida sp.,Calanoida - copepodites,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,"",,,"",N,0.4,0.575,0.483,,15,,24,4,88,N,condition OK,N,,"",,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,Matthew Hill,,,,20231227T074601Z,RELEASE-2024
fb91ac8e-0a6f-4140-b492-77c882394755,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,EUBTUB,Y,Eubosmina tubicen,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Bosminidae,,,,N,0.25,0.25,0.25,,1,coarse,430,2,215,N,condition OK,Y,83945,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
da0da989-80c6-4fe8-9e72-f5d2a9d08b7d,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,SYNSP8,Y,Synchaeta sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.13,0.12,,5,fine,800,1,8000,N,condition OK,Y,59255,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
b5d81b86-59ab-4b57-871e-5c44ecfffd54,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,KERCRA,Y,Keratella crassa,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.13,0.13,,5,fine,800,1,8000,N,condition OK,Y,58370,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
d2537a8f-386f-4a76-9010-aba4dfaa800f,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,CRAM.20170717.SCHINDLER.1_COLLOTHECA,,LEPKIN1,Y,Leptodora kindti,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Leptodoridae,,,,N,2.25,2.25,2.25,,1,coarse,450,2,225,N,condition OK,Y,,"",,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
e3bf6269-2d1f-47dc-bf48-2c2a817e74ce,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,TRISP31,Y,Trichocerca sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Trichocercidae,,,,N,0.25,0.35,0.32,0.08,17,fine,450,2,3825,N,condition OK,Y,59074,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
94b4f232-c4fb-4606-b6bd-c9c217879b59,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,KERTAU,Y,Keratella taurocephala,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.15,0.18,0.17,,12,fine,800,1,19200,N,condition OK,Y,58381,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
c0868169-6612-4ba7-848f-406b9d33e7bc,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,KERCRA,Y,Keratella crassa,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.13,0.13,,20,fine,450,2,4500,N,condition OK,Y,58370,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
4c21b00d-f3ee-416f-9750-ac7bfad7a71e,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,ASPSP4,Y,Asplanchna sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Asplanchnidae,,,,N,0.3,0.45,0.38,,2,fine,450,2,450,N,"damaged, affecting taxonomy",Y,,"",,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
c82a188e-42dd-42f3-b3b2-d48a5e1fec18,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,GASSTY,Y,Gastropus stylifer,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Gastropodidae,,,,N,0.15,1.75,0.29,,14,fine,430,2,3010,N,condition OK,Y,59177,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
c9b9dcac-5f83-44cf-ba10-9e34823c52fa,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,KERSP,Y,Keratella sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.15,0.18,0.15,,6,fine,450,2,1350,N,condition OK,Y,58348,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
d19e531d-b3e7-4634-b58a-ff0975f556a1,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,KERSP,Y,Keratella sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.15,0.18,0.16,,15,fine,800,1,24000,N,condition OK,Y,58348,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
d0d64297-95e0-4733-9616-684be038649e,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,BOSLON,Y,Bosmina longirostris,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Bosminidae,,,,N,0.2,0.3,0.24,,4,coarse,430,2,860,N,condition OK,Y,83938,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
17b8e7aa-63eb-4f75-8a1d-dd9161bb31d2,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,DAPSP1,Y,Daphnia sp.,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Daphniidae,,,,N,0.2,0.2,0.2,,1,coarse,800,1,1600,N,"damaged, affecting taxonomy",Y,83873,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
5f180aae-d021-4caf-ac11-ae8c998a131f,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,CALSP1,Y,Calanoida sp.,Calanoida - copepodites,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,"",,,,N,0.58,0.85,0.71,,22,coarse,800,1,35200,N,condition OK,Y,,"",,Reid and Williamson 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
78deeffb-5c97-425a-b82f-3297d11e86e4,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,SYNSP8,Y,Synchaeta sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.13,0.15,0.15,,11,fine,430,2,2365,N,condition OK,Y,59255,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
871253fc-216d-4ff1-b3ac-4d72f742bfa9,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,TRISP31,Y,Trichocerca sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Trichocercidae,,,,N,0.3,0.35,0.32,0.08,12,fine,430,2,2580,N,condition OK,Y,59074,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
345de402-51f6-4a91-89fd-b8b90debeec1,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,KERSP,Y,Keratella sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.13,0.13,,9,fine,430,2,1935,N,condition OK,Y,58348,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
7771c96f-a555-48e3-bbf3-e0c4e9975027,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,ASPSP4,Y,Asplanchna sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Asplanchnidae,,,,N,0.4,0.45,0.43,,3,fine,430,2,645,N,"damaged, affecting taxonomy",Y,,"",,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
8738e04a-a04c-405e-adf3-b6504c351582,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,KERTAU,Y,Keratella taurocephala,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.15,0.13,,123,fine,430,2,26445,N,condition OK,Y,58381,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
8660eec4-bd1b-4ae7-845d-4fce80766812,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,POLSP20,Y,Polyarthra sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.13,0.1,,14,fine,450,2,3150,N,condition OK,Y,59270,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
42f2a3eb-a218-4ba2-945d-473cc424d42e,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,PLOSP1,Y,Ploesoma sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.13,0.12,,3,fine,800,1,4800,N,condition OK,Y,59282,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
08151672-d00c-4e86-80d7-75873fdd5c78,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,CONUNI,Y,Conochilus unicornis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.1,0.1,0.1,0.05,1,fine,450,2,225,N,condition OK,Y,59419,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
14001573-dba4-4004-a2ff-dc075ab02b4d,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,CONSP8,Y,Conochiloides sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.1,0.13,0.11,0.05,3,fine,800,1,4800,N,condition OK,Y,59412,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
8aca445d-5738-4b87-9913-b65718561f37,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,KELBOS,Y,Kellicottia bostoniensis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.13,0.13,,1,fine,800,1,1600,N,condition OK,Y,,"",,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
ba1b0eba-e89a-4c23-ae2a-12d6e4732d72,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,FILLON,Y,Filinia longiseta,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Filiniidae,,,,N,0.08,0.08,0.08,,1,fine,800,1,1600,N,condition OK,Y,59426,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
6d8f19eb-5f88-4975-8790-96130b41dcbf,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,COPSP,Y,Copepoda sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,"",,,"",,,,Y,0.1,0.15,0.13,,4,fine,450,2,900,N,condition OK,Y,,"",,Reid and Williamson 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
82f57647-7d89-42e6-ba1c-a0f073299877,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,BOSLON,Y,Bosmina longirostris,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Bosminidae,,,,N,0.18,0.3,0.25,,20,coarse,450,2,4500,N,condition OK,Y,83938,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
05f5b84a-6bd9-4f76-9966-62ca146b9d51,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,KELLON,Y,Kellicottia longispina,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.15,0.18,0.16,,179,fine,800,1,286400,N,condition OK,Y,58486,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
4874b03e-24a1-4df8-866f-e197c6ff2d67,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,KERTAU,Y,Keratella taurocephala,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.2,0.16,,165,fine,450,2,37125,N,condition OK,Y,58381,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
8720b47b-e66e-43b2-a524-c81f03723bc0,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,GASSTY,Y,Gastropus stylifer,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Gastropodidae,,,,N,0.08,0.1,0.08,,34,fine,800,1,54400,N,condition OK,Y,59177,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
19f2e4ce-daa0-454d-9489-a033d46adacb,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,POLSP20,Y,Polyarthra sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.13,0.11,,8,fine,430,2,1720,N,condition OK,Y,59270,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
28145ff4-3cb8-458e-815a-25f767d54d01,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,SYNSP8,Y,Synchaeta sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.13,0.15,0.15,,14,fine,450,2,3150,N,condition OK,Y,59255,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
ca2f77c1-7ab0-437d-af62-7a73883b6cbd,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,POLSP20,Y,Polyarthra sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.13,0.11,,14,fine,800,1,22400,N,condition OK,Y,59270,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
92ae6d73-b12e-4e7b-82b2-331e0c247619,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,CONUNI,Y,Conochilus unicornis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.1,0.2,0.14,,32,fine,800,1,51200,N,condition OK,Y,59419,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
a47df36e-0d9f-4bf8-9180-6fa1d196aa31,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,EUBTUB,Y,Eubosmina tubicen,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Bosminidae,,,,N,0.2,0.3,0.25,,5,coarse,450,2,1125,N,condition OK,Y,83945,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
f093fb03-9a28-4f51-9c04-9dab3e77bda0,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,KERCRA,Y,Keratella crassa,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,,N,0.13,0.2,0.16,,12,fine,430,2,2580,N,condition OK,Y,58370,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
3c929c90-7b1b-48fa-90bc-b014e8fe96ea,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,CHASP13,Y,Chaoborus sp.,"",,Arthropoda,Hexapoda,Insecta,,"",,,Diptera,,,Chaoboridae,,,,N,0.13,0.15,0.13,0.08,1,coarse,800,1,1600,N,condition OK,Y,125904,ITIS,,Merritt et al 2008,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
12305ad5-c518-4501-822f-9c115271e504,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,COLSP12,Y,Collotheca sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Collothecacea,,,Collothecidae,,,,N,0.05,0.05,0.05,0.05,13,fine,430,2,2795,N,condition OK,Y,59434,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,length=width,,,20231227T035944Z,RELEASE-2024
4983d0a6-da57-4969-a2ce-84a4ae010fbb,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,BOSLON,Y,Bosmina longirostris,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Bosminidae,,,,N,0.25,0.25,0.25,,3,coarse,800,1,4800,N,condition OK,Y,83938,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
ecc46c1a-f356-48b0-8759-3baa924ed11a,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,COPSP,Y,Copepoda sp.,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,"",,,"",,,,Y,1.25,1.25,1.25,,14,fine,800,1,22400,N,condition OK,Y,,"",,Reid and Williamson 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
6c69130c-5845-450b-a724-df7d42385545,D05,CRAM,CRAM.AOS.littoral1,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.2,,"",,CONUNI,Y,Conochilus unicornis,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Flosculariaceae,,,Conochilidae,,,,N,0.1,0.1,0.1,0.05,2,fine,430,2,430,N,condition OK,Y,59419,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
ff5fe336-27f3-473c-a374-3088553c680c,D05,CRAM,CRAM.AOS.buoy.c0,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.TOWNET.3,,"",,TRISP31,Y,Trichocerca sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Trichocercidae,,,,N,0.3,0.33,0.32,0.08,4,fine,800,1,6400,N,condition OK,Y,59074,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
7897d62e-7e5d-43f0-942a-a989e771c9ec,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,HOLGIB,Y,Holopedium gibberum,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Holopediidae,,,,N,0.5,0.63,0.56,,3,coarse,450,2,675,N,condition OK,Y,83957,ITIS,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
9196707e-a0ba-489a-8813-d7f24df30d2c,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,"",,PLOSP1,Y,Ploesoma sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,,N,0.1,0.15,0.12,,29,fine,450,2,6525,N,condition OK,Y,59282,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231227T035944Z,RELEASE-2024
d7b42cd6-1c94-41fa-a6a6-5e703849a8aa,D05,CRAM,CRAM.AOS.littoral2,2017-07-17T14:38Z,2017-12-28,CRAM.20170717.SCHINDLER.1,,CRAM.20170717.SCHINDLER.1_COLLOTHECA,,COLSP12,Y,Collotheca sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Collothecacea,,,Collothecidae,,,,N,0.05,0.05,0.05,0.05,36,fine,450,2,8100,N,condition OK,Y,59434,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,length=width,,,20231227T035944Z,RELEASE-2024
